

Escherichia coli K-12 DH10B
Operon	GeneName	Locus Name	GI	Strand	Pos. Left(pb)	PosRight	Position
514	ycaM	ECDH10B_0969	170080557	1	1000380	1001810	1
515	ycaN	ECDH10B_0970	170080558	-1	1001811	1002719	1
516	ycaK	ECDH10B_0971	170080559	1	1002819	1003409	1
517	focA	ECDH10B_0974	170080562	-1	1006760	1007617	1
517	pflB	ECDH10B_0973	170080561	-1	1004423	1006705	2
517	pflA	ECDH10B_0972	170080560	-1	1003491	1004231	3
518	ycaO	ECDH10B_0975	170080563	-1	1008023	1009783	1
519	ycaP	ECDH10B_0976	170080564	1	1009913	1010605	1
520	serC	ECDH10B_0977	170080565	1	1010804	1011892	1
520	aroA	ECDH10B_0978	170080566	1	1011963	1013246	2
521	ycaL	ECDH10B_0979	170080567	1	1013415	1014179	1
522	cmk	ECDH10B_0980	170080568	1	1014352	1015035	1
522	rpsA	ECDH10B_0981	170080569	1	1015146	1016819	2
522	ihfB	ECDH10B_0982	170080570	1	1016979	1017263	3
523	ycaI	ECDH10B_0983	170080571	1	1017471	1019735	1
523	msbA	ECDH10B_0984	170080572	1	1019772	1021520	2
523	lpxK	ECDH10B_0985	170080573	1	1021517	1022503	3
523	ycaQ	ECDH10B_0986	170080574	1	1022540	1023772	4
523	ycaR	ECDH10B_0987	170080575	1	1023824	1024006	5
523	kdsB	ECDH10B_0988	170080576	1	1024003	1024749	6
524	ycbJ	ECDH10B_0989	170080577	1	1024903	1025796	1
525	ycbC	ECDH10B_0990	170080578	-1	1025773	1026552	1
526	smtA	ECDH10B_0991	170080579	1	1026688	1027473	1
526	mukF	ECDH10B_0992	170080580	1	1027470	1028792	2
526	mukE	ECDH10B_0993	170080581	1	1028800	1029477	3
526	mukB	ECDH10B_0994	170080582	1	1029477	1033937	4
527	ycbB	ECDH10B_0995	170080583	1	1034198	1036045	1
527	ycbK	ECDH10B_0996	170080584	1	1036226	1036774	2
527	ycbL	ECDH10B_0997	170080585	1	1036801	1037448	3
528	aspC	ECDH10B_0998	170080586	-1	1037670	1038860	1
529	ompF	ECDH10B_0999	170080587	-1	1039045	1040133	1
530	asnC	ECDH10B_1000	170080588	-1	1040736	1042136	1
531	pncB	ECDH10B_1001	170080589	-1	1042305	1043507	1
532	pepN	ECDH10B_1002	170080590	1	1043773	1046385	1
533	ssuE	ECDH10B_1007	170080595	-1	1050088	1050663	1
533	ssuA	ECDH10B_1006	170080594	-1	1049136	1050095	2
533	ssuD	ECDH10B_1005	170080593	-1	1047994	1049139	3
533	ssuC	ECDH10B_1004	170080592	-1	1047192	1047983	4
533	ssuB	ECDH10B_1003	170080591	-1	1046428	1047195	5
534	ycbQ	ECDH10B_1008	170080596	1	1051019	1051558	1
534	ycbR	ECDH10B_1009	170080597	1	1051641	1052342	2
534	ycbS	ECDH10B_1010	170080598	1	1052367	1054967	3
534	ycbT	ECDH10B_1011	170080599	1	1054958	1056028	4
534	ycbU	ECDH10B_1012	170080600	1	1056040	1056582	5
534	ycbV	ECDH10B_1013	170080601	1	1056590	1057105	6
534	ycbF	ECDH10B_1014	170080602	1	1057098	1057808	7
535	pyrD	ECDH10B_1015	170080603	1	1057919	1058929	1
536	ycbW	ECDH10B_1016	170080604	1	1059103	1059645	1
537	ycbX	ECDH10B_1017	170080605	-1	1059642	1060751	1
538	rlmL	ECDH10B_1018	170080606	1	1060995	1063103	1
538	uup	ECDH10B_1019	170080607	1	1063115	1065022	2
539	pqiA	ECDH10B_1020	170080608	1	1065152	1066405	1
539	pqiB	ECDH10B_1021	170080609	1	1066410	1068050	2
539	ymbA	ECDH10B_1022	170080610	1	1068047	1068610	3
540	rmf	ECDH10B_1023	170080611	1	1068866	1069033	1
541	ycbZ	ECDH10B_1025	170080613	-1	1069690	1071450	1
541	fabA	ECDH10B_1024	170080612	-1	1069103	1069621	2
542	ycbG	ECDH10B_1026	170080614	1	1071636	1072088	1
543	ompA	ECDH10B_1027	170080615	-1	1072164	1073204	1
544	sulA	ECDH10B_1028	170080616	-1	1073561	1074070	1
545	sxy	ECDH10B_1029	170080617	1	1074289	1074918	1
546	yccF	ECDH10B_1031	170080619	-1	1077053	1077499	1
546	yccS	ECDH10B_1030	170080618	-1	1074881	1077034	2
547	helD	ECDH10B_1032	170080620	1	1077622	1079676	1
548	mgsA	ECDH10B_1033	170080621	-1	1079708	1080166	1
549	yccT	ECDH10B_1034	170080622	-1	1080262	1080924	1
550	yccU	ECDH10B_1035	170080623	1	1081097	1081510	1
551	yccW	ECDH10B_1037	170080625	-1	1081930	1083120	1
551	hspQ	ECDH10B_1036	170080624	-1	1081555	1081872	2
552	yccX	ECDH10B_1038	170080626	1	1083215	1083493	1
553	yccA	ECDH10B_1040	170080628	-1	1083910	1084569	1
553	yccK	ECDH10B_1039	170080627	-1	1083490	1083819	2
554	serT	ECDH10B_1041		-1	1084776	1084863	1
555	hyaA	ECDH10B_1042	170080629	1	1085290	1086408	1
555	hyaB	ECDH10B_1043	170080630	1	1086405	1088198	2
555	hyaC	ECDH10B_1044	170080631	1	1088217	1088924	3
555	hyaD	ECDH10B_1045	170080632	1	1088921	1089508	4
555	hyaE	ECDH10B_1046	170080633	1	1089505	1089903	5
555	hyaF	ECDH10B_1047	170080634	1	1089900	1090757	6
556	appC	ECDH10B_1048	170080635	1	1090891	1092435	1
556	appB	ECDH10B_1049	170080636	1	1092447	1093583	2
557	appA	ECDH10B_1050	170080637	1	1093768	1095066	1
558	gfcB	ECDH10B_1056	170080643	-1	1101839	1102483	1
558	gfcC	ECDH10B_1055	170080642	-1	1101096	1101842	2
558	gfcD	ECDH10B_1054	170080641	-1	1099000	1101096	3
558	gfcE	ECDH10B_1053	170080640	-1	1097815	1098954	4
558	etp	ECDH10B_1052	170080639	-1	1097381	1097827	5
558	etk	ECDH10B_1051	170080638	-1	1095181	1097361	6
559	gfcA	ECDH10B_1057	170080644	-1	1102590	1102895	1
560	insA-4	ECDH10B_1058	170080645	1	1102984	1103259	1
560	insB-4	ECDH10B_1059	170080646	1	1103178	1103681	2
561	cspH	ECDH10B_1060	170080647	-1	1104114	1104326	1
562	cspG	ECDH10B_1061	170080648	1	1104612	1104824	1
563	ymcE	ECDH10B_1062	170080649	1	1104998	1105228	1
563	gnsA	ECDH10B_1063	170080650	1	1105218	1105391	2
564	torS	ECDH10B_1065	170080652	-1	1106585	1109329	1
564	yccM	ECDH10B_1064	170080651	-1	1105440	1106513	2
565	torT	ECDH10B_1066	170080653	1	1109412	1110440	1
566	torR	ECDH10B_1067	170080654	-1	1110413	1111105	1
567	torC	ECDH10B_1068	170080655	1	1111235	1112407	1
567	torA	ECDH10B_1069	170080656	1	1112407	1114953	2
567	torD	ECDH10B_1070	170080657	1	1114950	1115549	3
568	cbpM	ECDH10B_1071	170080658	-1	1115701	1116006	1
569	cbpA	ECDH10B_1072	170080659	-1	1116006	1116926	1
570	yccE	ECDH10B_1073	170080660	1	1117187	1118443	1
571	agp	ECDH10B_1074	170080661	1	1118736	1119977	1
572	wrbA	ECDH10B_1076	170080663	-1	1120263	1120859	1
572	yccJ	ECDH10B_1075	170080662	-1	1120015	1120242	2
573	ymdF	ECDH10B_1077	170080664	1	1121232	1121405	1
574	rutA	ECDH10B_1084	170080671	-1	1126014	1127162	1
574	rutB	ECDH10B_1083	170080670	-1	1125322	1126014	2
574	rutC	ECDH10B_1082	170080669	-1	1124924	1125310	3
574	rutD	ECDH10B_1081	170080668	-1	1124116	1124916	4
574	rutE	ECDH10B_1080	170080667	-1	1123516	1124106	5
574	rutF	ECDH10B_1079	170080666	-1	1123011	1123505	6
574	rutG	ECDH10B_1078	170080665	-1	1121662	1122990	7
575	rutR	ECDH10B_1085	170080672	1	1127393	1128031	1
576	putA	ECDH10B_1086	170080673	-1	1128071	1132033	1
577	putP	ECDH10B_1087	170080674	1	1132456	1133964	1
578	efeO	ECDH10B_1091	170080675	1	1135394	1136521	1
578	efeB	ECDH10B_1092	170080676	1	1136527	1137798	2
579	phoH	ECDH10B_1093	170080677	1	1138143	1139207	1
580	pgaA	ECDH10B_1097	170080681	-1	1143017	1145440	1
580	pgaB	ECDH10B_1096	170080680	-1	1140990	1143008	2
580	pgaC	ECDH10B_1095	170080679	-1	1139672	1140997	3
580	pgaD	ECDH10B_1094	170080678	-1	1139257	1139670	4
581	insE-4	ECDH10B_1101	170080683	-1	1149625	1149933	1
581	insF-4	ECDH10B_1100	170080682	-1	1148762	1149628	2
582	ycdU	ECDH10B_1103	170080684	1	1150330	1151316	1
583	serX	ECDH10B_1104		-1	1152233	1152320	1
584	ycdW	ECDH10B_1105	170080685	1	1152554	1153492	1
584	ycdX	ECDH10B_1106	170080686	1	1153547	1154284	2
584	ycdY	ECDH10B_1107	170080687	1	1154308	1154862	3
585	ycdZ	ECDH10B_1108	170080688	1	1154964	1155455	1
586	csgD	ECDH10B_1112	170080692	-1	1157214	1157864	1
586	csgE	ECDH10B_1111	170080691	-1	1156820	1157209	2
586	csgF	ECDH10B_1110	170080690	-1	1156379	1156795	3
586	csgG	ECDH10B_1109	170080689	-1	1155519	1156352	4
587	csgB	ECDH10B_1113	170080693	1	1158619	1159074	1
587	csgA	ECDH10B_1114	170080694	1	1159115	1159570	2
587	csgC	ECDH10B_1115	170080695	1	1159629	1159961	3
588	ymdA	ECDH10B_1116	170080696	1	1160082	1160393	1
589	ymdB	ECDH10B_1117	170080697	1	1160488	1161021	1
589	ymdC	ECDH10B_1118	170080698	1	1161023	1162444	2
590	mdoC	ECDH10B_1119	170080699	-1	1162452	1163609	1
591	mdoG	ECDH10B_1120	170080700	1	1164003	1165538	1
591	mdoH	ECDH10B_1121	170080701	1	1165531	1168074	2
592	yceK	ECDH10B_1122	170080702	1	1168247	1168474	1
593	msyB	ECDH10B_1123	170080703	-1	1168475	1168849	1
594	mdtG	ECDH10B_1124	170080704	-1	1168932	1170158	1
595	lpxL	ECDH10B_1125	170080705	-1	1170330	1171250	1
596	yceA	ECDH10B_1126	170080706	1	1171475	1172527	1
597	yceJ	ECDH10B_1128	170080708	-1	1173148	1173714	1
597	yceI	ECDH10B_1127	170080707	-1	1172569	1173144	2
598	solA	ECDH10B_1130	170080710	-1	1174136	1175254	1
598	yceO	ECDH10B_1129	170080709	-1	1173975	1174115	2
599	bssS	ECDH10B_1131	170080711	-1	1175369	1175623	1
600	dinI	ECDH10B_1132	170080712	-1	1175910	1176155	1
601	pyrC	ECDH10B_1133	170080713	-1	1176229	1177275	1
602	yceB	ECDH10B_1134	170080714	-1	1177381	1177941	1
603	grxB	ECDH10B_1135	170080715	-1	1178075	1178722	1
604	mdtH	ECDH10B_1136	170080716	-1	1178786	1179994	1
605	rimJ	ECDH10B_1137	170080717	1	1180230	1180814	1
605	yceH	ECDH10B_1138	170080718	1	1180825	1181472	2
605	mviM	ECDH10B_1139	170080719	1	1181474	1182397	3
606	yceN	ECDH10B_1140	170080720	1	1182507	1184042	1
607	flgA	ECDH10B_1143	170080723	-1	1184872	1185531	1
607	flgM	ECDH10B_1142	170080722	-1	1184503	1184796	2
607	flgN	ECDH10B_1141	170080721	-1	1184082	1184498	3
608	flgB	ECDH10B_1144	170080724	1	1185686	1186102	1
608	flgC	ECDH10B_1145	170080725	1	1186106	1186510	2
608	flgD	ECDH10B_1146	170080726	1	1186522	1187217	3
608	flgE	ECDH10B_1147	170080727	1	1187242	1188450	4
608	flgF	ECDH10B_1148	170080728	1	1188470	1189225	5
608	flgG	ECDH10B_1149	170080729	1	1189397	1190179	6
608	flgH	ECDH10B_1150	170080730	1	1190232	1190930	7
608	flgI	ECDH10B_1151	170080731	1	1190942	1192039	8
608	flgJ	ECDH10B_1152	170080732	1	1192039	1192980	9
608	flgK	ECDH10B_1153	170080733	1	1193046	1194689	10
608	flgL	ECDH10B_1154	170080734	1	1194701	1195654	11
609	rne	ECDH10B_1155	170080735	-1	1195850	1199035	1
610	yceQ	ECDH10B_1156	170080736	1	1199170	1199490	1
611	rluC	ECDH10B_1157	170080737	1	1199608	1200567	1
612	yceF	ECDH10B_1158	170080738	-1	1200679	1201263	1
613	yceD	ECDH10B_1160	170080739	1	1201462	1201983	1
613	rpmF	ECDH10B_1161	170080740	1	1202035	1202208	2
613	plsX	ECDH10B_1162	170080741	1	1202289	1203359	3
613	fabH	ECDH10B_1163	170080742	1	1203427	1204380	4
613	fabD	ECDH10B_1164	170080743	1	1204396	1205325	5
613	fabG	ECDH10B_1165	170080744	1	1205338	1206072	6
614	acpP	ECDH10B_1166	170080745	1	1206283	1206519	1
614	fabF	ECDH10B_1167	170080746	1	1206607	1207848	2
614	pabC	ECDH10B_1168	170080747	1	1207968	1208777	3
614	yceG	ECDH10B_1169	170080748	1	1208780	1209802	4
614	tmk	ECDH10B_1170	170080749	1	1209792	1210433	5
614	holB	ECDH10B_1171	170080750	1	1210430	1211434	6
614	ycfH	ECDH10B_1172	170080751	1	1211445	1212242	7
615	ptsG	ECDH10B_1173	170080752	1	1212537	1213970	1
616	fhuE	ECDH10B_1174	170080753	-1	1214030	1216219	1
617	hinT	ECDH10B_1175	170080754	1	1216553	1216912	1
617	ycfL	ECDH10B_1176	170080755	1	1216915	1217292	2
617	ycfM	ECDH10B_1177	170080756	1	1217306	1217947	3
617	thiK	ECDH10B_1178	170080757	1	1217928	1218752	4
617	nagZ	ECDH10B_1179	170080758	1	1218763	1219788	5
617	ycfP	ECDH10B_1180	170080759	1	1219811	1220353	6
618	ndh	ECDH10B_1181	170080760	1	1220753	1222057	1
619	ycfJ	ECDH10B_1182	170080761	1	1222267	1222806	1
620	ycfQ	ECDH10B_1183	170080762	-1	1222868	1223500	1
621	ycfR	ECDH10B_1184	170080763	1	1223741	1223998	1
622	ycfS	ECDH10B_1185	170080764	-1	1224080	1225042	1
623	mfd	ECDH10B_1186	170080765	-1	1225186	1228632	1
624	ycfT	ECDH10B_1187	170080766	-1	1228760	1229833	1
625	lolC	ECDH10B_1188	170080767	1	1230095	1231294	1
625	lolD	ECDH10B_1189	170080768	1	1231287	1231988	2
625	lolE	ECDH10B_1190	170080769	1	1231988	1233232	3
625	nagK	ECDH10B_1191	170080770	1	1233261	1234172	4
625	cobB	ECDH10B_1192	170080771	1	1234188	1235027	5
626	potA	ECDH10B_1198	170080777	-1	1239126	1240262	1
626	potB	ECDH10B_1197	170080776	-1	1238285	1239112	2
626	potC	ECDH10B_1196	170080775	-1	1237494	1238288	3
626	potD	ECDH10B_1195	170080774	-1	1236451	1237497	4
626	ymfA	ECDH10B_1194	170080773	-1	1235932	1236393	5
626	ycfZ	ECDH10B_1193	170080772	-1	1235147	1235935	6
627	pepT	ECDH10B_1199	170080778	1	1240512	1241738	1
628	ycfD	ECDH10B_1200	170080779	-1	1241787	1242908	1
629	phoP	ECDH10B_1202	170080781	-1	1244444	1245115	1
629	phoQ	ECDH10B_1201	170080780	-1	1242984	1244444	2
630	rluE	ECDH10B_1207	170080786	-1	1248966	1249619	1
630	nudJ	ECDH10B_1206	170080785	-1	1248495	1248956	2
630	mnmA	ECDH10B_1205	170080784	-1	1247335	1248441	3
630	hflD	ECDH10B_1204	170080783	-1	1246658	1247299	4
630	purB	ECDH10B_1203	170080782	-1	1245284	1246654	5
631	icd	ECDH10B_1208	170080787	1	1249791	1251041	1
632	elbA	ECDH10B_1209	170080788	-1	1251144	1251467	1
633	ycgX	ECDH10B_1210	170080789	-1	1252167	1252571	1
634	ycgE	ECDH10B_1211	170080790	-1	1252792	1253523	1
635	ycgF	ECDH10B_1212	170080791	-1	1253728	1254939	1
636	ycgZ	ECDH10B_1213	170080792	1	1255253	1255489	1
636	ymgA	ECDH10B_1214	170080793	1	1255532	1255804	2
636	ymgB	ECDH10B_1215	170080794	1	1255833	1256099	3
637	ymgC	ECDH10B_1216	170080795	1	1256212	1256460	1
638	ycgG	ECDH10B_1217	170080796	1	1256792	1258315	1
639	ymgF	ECDH10B_1218	170080797	1	1258447	1258665	1
640	ymgG	ECDH10B_1223	170080799	-1	1262108	1262383	1
640	ymgD	ECDH10B_1222	170080798	-1	1261769	1262098	2
641	ymgI	ECDH10B_1224	170080800	-1	1262454	1262627	1
642	ymgJ	ECDH10B_1225	170080801	1	1262728	1262913	1
643	minC	ECDH10B_1229	170080804	-1	1264849	1265544	1
643	minD	ECDH10B_1228	170080803	-1	1264013	1264825	2
643	minE	ECDH10B_1227	170080802	-1	1263743	1264009	3
644	ycgJ	ECDH10B_1230	170080805	1	1266064	1266432	1
645	ycgK	ECDH10B_1231	170080806	-1	1266535	1266936	1
646	ycgL	ECDH10B_1232	170080807	1	1267145	1267471	1
647	ycgM	ECDH10B_1233	170080808	1	1267543	1268202	1
648	ycgN	ECDH10B_1234	170080809	1	1268279	1268740	1
649	hlyE	ECDH10B_1235	170080810	-1	1268947	1269858	1
650	umuD	ECDH10B_1236	170080811	1	1270231	1270650	1
650	umuC	ECDH10B_1237	170080812	1	1270650	1271918	2
651	dsbB	ECDH10B_1238	170080813	-1	1271964	1272494	1
652	nhaB	ECDH10B_1239	170080814	-1	1272640	1274181	1
653	fadR	ECDH10B_1240	170080815	1	1274402	1275121	1
654	ycgB	ECDH10B_1241	170080816	-1	1275173	1276705	1
655	dadA	ECDH10B_1242	170080817	1	1277035	1278333	1
655	dadX	ECDH10B_1243	170080818	1	1278343	1279413	2
656	cvrA	ECDH10B_1244	170080819	-1	1279799	1281535	1
657	ldcA	ECDH10B_1245	170080820	-1	1281630	1282544	1
658	emtA	ECDH10B_1246	170080821	1	1282644	1283255	1
659	ycgR	ECDH10B_1247	170080822	-1	1283257	1283991	1
660	ymgE	ECDH10B_1248	170080823	1	1284192	1284446	1
661	ycgY	ECDH10B_1249	170080824	1	1284624	1285064	1
662	treA	ECDH10B_1250	170080825	-1	1285143	1286840	1
663	dhaK	ECDH10B_1253	170080828	-1	1289232	1290302	1
663	dhaL	ECDH10B_1252	170080827	-1	1288589	1289221	2
663	dhaM	ECDH10B_1251	170080826	-1	1287160	1288578	3
664	dhaR	ECDH10B_1254	170080829	1	1290530	1292449	1
665	ycgV	ECDH10B_1255	170080830	-1	1292549	1295416	1
666	pth	ECDH10B_1257	170080832	-1	1297393	1297977	1
666	ychF	ECDH10B_1256	170080831	-1	1296185	1297276	2
667	ychH	ECDH10B_1258	170080833	1	1298255	1298533	1
668	ychM	ECDH10B_1259	170080834	-1	1298588	1300267	1
669	lolB	ECDH10B_1262	170080837	-1	1302341	1302964	1
669	ipk	ECDH10B_1261	170080836	-1	1301490	1302341	2
669	prsA	ECDH10B_1260	170080835	-1	1300392	1301339	3
670	hemA	ECDH10B_1263	170080838	1	1303178	1304434	1
670	prfA	ECDH10B_1264	170080839	1	1304476	1305558	2
670	prmC	ECDH10B_1265	170080840	1	1305558	1306391	3
670	ychQ	ECDH10B_1266	170080841	1	1306388	1306780	4
670	ychA	ECDH10B_1267	170080842	1	1306784	1307593	5
670	kdsA	ECDH10B_1268	170080843	1	1307629	1308483	6
671	ldrA	ECDH10B_1269	170080844	-1	1308632	1308739	1
672	rdlA	ECDH10B_1270		1	1308787	1308853	1
673	ldrB	ECDH10B_1271	170080845	-1	1309167	1309274	1
674	rdlB	ECDH10B_1272		1	1309322	1309387	1
675	ldrC	ECDH10B_1273	170080846	-1	1309702	1309809	1
676	rdlC	ECDH10B_1274		1	1309857	1309924	1
677	chaA	ECDH10B_1275	170080847	-1	1310213	1311313	1
678	chaB	ECDH10B_1276	170080848	1	1311583	1311813	1
679	chaC	ECDH10B_1277	170080849	1	1311971	1312666	1
680	ychN	ECDH10B_1278	170080850	-1	1312710	1313063	1
681	ychO	ECDH10B_1279	170080851	1	1313248	1314642	1
682	narX	ECDH10B_1281	170080853	-1	1315286	1317082	1
682	narL	ECDH10B_1280	170080852	-1	1314643	1315293	2
683	narK	ECDH10B_1282	170080854	1	1317421	1318812	1
684	narG	ECDH10B_1283	170080855	1	1319328	1323071	1
684	narH	ECDH10B_1284	170080856	1	1323068	1324606	2
684	narJ	ECDH10B_1285	170080857	1	1324603	1325313	3
684	narI	ECDH10B_1286	170080858	1	1325313	1325990	4
685	ychS	ECDH10B_1287	170080859	1	1326173	1326448	1
686	tpr	ECDH10B_1289	170080860	-1	1326551	1326640	1
687	tyrV	ECDH10B_1290		-1	1326708	1326792	1
688	tyrT	ECDH10B_1291		-1	1327002	1327086	1
689	ychJ	ECDH10B_1293	170080862	-1	1328138	1328596	1
689	purU	ECDH10B_1292	170080861	-1	1327246	1328088	2
690	rssA	ECDH10B_1294	170080863	1	1328670	1329614	1
690	rssB	ECDH10B_1295	170080864	1	1329706	1330719	2
691	galU	ECDH10B_1296	170080865	1	1330921	1331829	1
692	hns	ECDH10B_1297	170080866	-1	1331973	1332386	1
693	tdk	ECDH10B_1298	170080867	1	1332991	1333608	1
694	adhE	ECDH10B_1302	170080868	-1	1334910	1337585	1
695	ychE	ECDH10B_1303	170080869	1	1338062	1338709	1
696	oppA	ECDH10B_1305	170080870	1	1340224	1341855	1
696	oppB	ECDH10B_1306	170080871	1	1341941	1342861	2
696	oppC	ECDH10B_1307	170080872	1	1342876	1343784	3
696	oppD	ECDH10B_1308	170080873	1	1343796	1344809	4
696	oppF	ECDH10B_1309	170080874	1	1344806	1345810	5
697	cls	ECDH10B_1311	170080876	-1	1346227	1347687	1
697	yciU	ECDH10B_1310	170080875	-1	1345863	1346192	2
698	kch	ECDH10B_1312	170080877	-1	1348058	1349311	1
699	int	ECDH10B_1313	170080878	1	1349759	1351009	1
700	-	ECDH10B_1315	170080880	-1	1351245	1351490	1
700	xis	ECDH10B_1314	170080879	-1	1351006	1351203	2
701	-	ECDH10B_1321	170080885	-1	1354836	1355804	1
701	-	ECDH10B_1320	170080884	-1	1354547	1354828	2
701	bet	ECDH10B_1319	170080883	-1	1353620	1354537	3
701	exo	ECDH10B_1318	170080882	-1	1352943	1353623	4
701	-	ECDH10B_1317	170080881	-1	1352518	1352952	5
702	-	ECDH10B_1325	170080889	-1	1357122	1357331	1
702	-	ECDH10B_1324	170080888	-1	1356962	1357162	2
702	kil	ECDH10B_1323	170080887	-1	1356756	1356965	3
702	-	ECDH10B_1322	170080886	-1	1355909	1356799	4
703	N	ECDH10B_1326	170080890	-1	1357487	1357783	1
704	-	ECDH10B_1327	170080891	-1	1358581	1359447	1
705	cI	ECDH10B_1328	170080892	-1	1359584	1360294	1
706	cro	ECDH10B_1329	170080893	1	1360412	1360633	1
707	cII	ECDH10B_1330	170080894	1	1360808	1361206	1
708	O	ECDH10B_1331	170080895	1	1361292	1362200	1
708	P	ECDH10B_1332	170080896	1	1362197	1362886	2
709	-	ECDH10B_1333	170080897	1	1362950	1363669	1
710	-	ECDH10B_1334	170080898	1	1363842	1364345	1
711	-	ECDH10B_1335	170080899	1	1364512	1365180	1
711	rap	ECDH10B_1336	170080900	1	1365173	1365814	2
712	Q	ECDH10B_1337	170080901	1	1366130	1366939	1
713	S	ECDH10B_1338	170080902	1	1367418	1367642	1
713	R	ECDH10B_1339	170080903	1	1367620	1368114	2
713	Rz	ECDH10B_1340	170080904	1	1368111	1368569	3
714	Rz1	ECDH10B_1341	170080905	1	1368331	1368516	1
715	rha	ECDH10B_1342	170080906	1	1368732	1369286	1
716	-	ECDH10B_1343	170080907	-1	1369358	1369972	1
717	-	ECDH10B_1344	170080908	1	1369953	1370183	1
718	-	ECDH10B_1345	170080909	1	1370345	1371073	1
719	Nu1	ECDH10B_1346	170080910	1	1371321	1371866	1
719	A	ECDH10B_1347	170080911	1	1371841	1373763	2
719	W	ECDH10B_1348	170080912	1	1373763	1373969	3
719	B	ECDH10B_1349	170080913	1	1373966	1375558	4
719	C	ECDH10B_1350	170080914	1	1375539	1376882	5
719	D	ECDH10B_1351	170080915	1	1376892	1377224	6
720	cynS	ECDH10B_1353	170080916	1	1378249	1378719	1
720	cynX	ECDH10B_1354	170080917	1	1378752	1379906	2
721	lacA	ECDH10B_1355	170080918	-1	1380009	1380620	1
722	lacY	ECDH10B_1356	170080919	-1	1380686	1381939	1
723	mhpR	ECDH10B_1358	170080921	-1	1386254	1387201	1
723	lacI	ECDH10B_1357	170080920	-1	1385095	1386177	2
724	mhpA	ECDH10B_1359	170080922	1	1387278	1388942	1
724	mhpB	ECDH10B_1360	170080923	1	1388944	1389888	2
724	mhpC	ECDH10B_1361	170080924	1	1389891	1390772	3
725	tnpX	ECDH10B_1362	170080925	-1	1391119	1393215	1
726	tnpR	ECDH10B_1363	170080926	-1	1393231	1393782	1
727	tnpA	ECDH10B_1364	170080927	1	1393946	1396954	1
728	yciI	ECDH10B_1366	170080928	-1	1397989	1398285	1
729	tonB	ECDH10B_1367	170080929	1	1398509	1399228	1
730	yciA	ECDH10B_1368	170080930	-1	1399268	1399666	1
731	yciC	ECDH10B_1370	170080932	-1	1400340	1401083	1
731	yciB	ECDH10B_1369	170080931	-1	1399771	1400310	2
732	ompW	ECDH10B_1371	170080933	1	1401440	1402078	1
733	yciG	ECDH10B_1374	170080936	-1	1403276	1403455	1
733	yciF	ECDH10B_1373	170080935	-1	1402690	1403190	2
733	yciE	ECDH10B_1372	170080934	-1	1402138	1402644	3
734	trpE	ECDH10B_1379	170080941	-1	1408804	1410366	1
734	trpD	ECDH10B_1378	170080940	-1	1407209	1408804	2
734	trpC	ECDH10B_1377	170080939	-1	1405847	1407205	3
734	trpB	ECDH10B_1376	170080938	-1	1404642	1405835	4
734	trpA	ECDH10B_1375	170080937	-1	1403836	1404642	5
735	trpL	ECDH10B_1380	170080942	-1	1410458	1410502	1
736	trpH	ECDH10B_1381	170080943	1	1410640	1411521	1
736	yciO	ECDH10B_1382	170080944	1	1411518	1412138	2
736	yciQ	ECDH10B_1383	170080945	1	1412166	1414061	3
737	rluB	ECDH10B_1384	170080946	1	1414272	1415147	1
738	yciK	ECDH10B_1386	170080948	-1	1415774	1416532	1
738	btuR	ECDH10B_1385	170080947	-1	1415187	1415777	2
739	sohB	ECDH10B_1387	170080949	1	1416752	1417801	1
740	yciN	ECDH10B_1388	170080950	-1	1417837	1418088	1
741	topA	ECDH10B_1389	170080951	1	1418468	1421065	1
742	cysB	ECDH10B_1390	170080952	1	1421275	1422249	1
743	ymiA	ECDH10B_1391	170080953	1	1422580	1422708	1
743	yciX	ECDH10B_1392	170080954	1	1422711	1422878	2
744	acnA	ECDH10B_1393	170080955	1	1423251	1425926	1
745	ribA	ECDH10B_1394	170080956	-1	1425990	1426580	1
746	pgpB	ECDH10B_1395	170080957	1	1426750	1427514	1
747	yciS	ECDH10B_1396	170080958	1	1427663	1427971	1
747	yciM	ECDH10B_1397	170080959	1	1427978	1429147	2
748	pyrF	ECDH10B_1398	170080960	1	1429341	1430078	1
748	yciH	ECDH10B_1399	170080961	1	1430078	1430404	2
749	osmB	ECDH10B_1400	170080962	-1	1430530	1430748	1
750	yciT	ECDH10B_1401	170080963	-1	1431017	1431766	1
751	gmr	ECDH10B_1402	170080964	-1	1432177	1434162	1
752	yciW	ECDH10B_1404	170080966	-1	1436400	1437527	1
752	rnb	ECDH10B_1403	170080965	-1	1434398	1436332	2
753	fabI	ECDH10B_1405	170080967	-1	1437671	1438459	1
754	ycjD	ECDH10B_1406	170080968	-1	1438827	1439180	1
755	sapA	ECDH10B_1411	170080973	-1	1442887	1444530	1
755	sapB	ECDH10B_1410	170080972	-1	1441925	1442890	2
755	sapC	ECDH10B_1409	170080971	-1	1441048	1441938	3
755	sapD	ECDH10B_1408	170080970	-1	1440056	1441048	4
755	sapF	ECDH10B_1407	170080969	-1	1439248	1440054	5
756	ymjA	ECDH10B_1412	170080974	-1	1444843	1445088	1
757	puuP	ECDH10B_1413	170080975	-1	1445222	1446607	1
758	puuA	ECDH10B_1414	170080976	-1	1446910	1448328	1
759	puuD	ECDH10B_1415	170080977	1	1448540	1449304	1
