

Escherichia coli O157:H7 Sakai (EHEC)
Operon	GeneName	Locus Name	GI	Strand	Pos. Left(pb)	PosRight	Position
679	-	ECs1354	15830608	1	1414737	1415777	4
679	-	ECs1355	15830609	1	1415826	1416404	5
680	-	ECs1356	15830610	1	1416473	1417048	1
680	-	ECs1357	15830611	1	1417073	1417276	2
681	-	ECs1358	15830612	1	1417470	1417778	1
682	-	ECs1359	15830613	-1	1417912	1418136	1
683	-	ECs1360	15830614	-1	1418370	1420460	1
684	-	ECs1362	15830616	1	1421859	1422131	1
685	-	ECs1364	15830618	-1	1423880	1424074	1
686	-	ECs1365	15830619	1	1424154	1424378	1
686	-	ECs1366	15830620	1	1424394	1424666	2
687	-	ECs1367	15830621	1	1424971	1425165	1
688	-	ECs1370	15830624	1	1426158	1427282	1
689	-	ECs1373	15830627	-1	1428123	1428398	1
689	-	ECs1372	15830626	-1	1427701	1428204	2
690	-	ECs1374	15830628	-1	1428636	1429094	1
691	-	ECs1375	15830629	1	1429159	1429350	1
692	-	ECs1376	15830630	1	1429552	1430061	1
693	-	ECs1377	15830631	1	1430150	1430773	1
694	-	ECs1378	15830632	1	1430869	1431102	1
694	-	ECs1379	15830633	1	1431113	1431328	2
695	-	ECs1381	15830635	-1	1432827	1433153	1
695	-	ECs1380	15830634	-1	1431940	1432827	2
696	-	ECs1382	15830636	1	1433646	1434380	1
697	-	ECs1383	15830637	1	1434621	1435136	1
698	-	ECs1384	15830638	1	1435364	1437301	1
699	-	ECs1386	15830640	1	1437802	1439034	1
699	-	ECs1387	15830641	1	1439019	1439657	2
700	-	ECs1388	15830642	1	1439736	1440005	1
700	-	ECs1389	15830643	1	1440026	1440670	2
701	-	ECs1391	15830645	1	1440986	1441486	1
701	-	ECs1392	15830646	1	1441434	1441655	2
701	-	ECs1393	15830647	1	1441670	1442095	3
702	-	ECs1394	15830648	-1	1442395	1442577	1
703	-	ECs1395	15830649	1	1442906	1443778	1
704	-	ECs1396	15830650	1	1444150	1446999	1
705	-	ECs1397	15830651	1	1447110	1449494	1
705	-	ECs1398	15830652	1	1449491	1450396	2
705	-	ECs1399	15830653	1	1450393	1451463	3
706	-	ECs1400	15830654	-1	1451568	1451732	1
707	-	ECs1401	15830655	1	1451803	1452621	1
708	-	ECs1402	15830656	1	1452712	1453197	1
709	-	ECs1403	15830657	1	1453213	1453689	1
709	-	ECs1404	15830658	1	1453752	1453973	2
710	-	ECs1405	15830659	1	1454136	1454510	1
710	-	ECs1406	15830660	1	1454557	1454931	2
710	-	ECs1407	15830661	1	1454928	1455419	3
710	-	ECs1408	15830662	1	1455431	1455628	4
711	-	ECs1409	15830663	1	1455713	1456555	1
712	-	ECs1410	15830664	1	1456987	1457964	1
712	-	ECs1411	15830665	1	1458019	1458756	2
712	-	ECs1412	15830666	1	1458780	1459334	3
713	-	ECs1413	38703928	1	1459406	1459927	1
714	-	ECs1417	15830671	-1	1461686	1462336	1
714	-	ECs1416	15830670	-1	1461292	1461681	2
714	-	ECs1415	15830669	-1	1460851	1461267	3
714	-	ECs1414	15830668	-1	1459991	1460824	4
715	-	ECs1418	15830672	-1	1462748	1462987	1
716	-	ECs1419	15830673	1	1463090	1463545	1
716	-	ECs1420	15830674	1	1463586	1464044	2
716	csgC	ECs1421	15830675	1	1464103	1464435	3
717	-	ECs1422	15830676	1	1464556	1464867	1
718	-	ECs1423	15830677	1	1464962	1465495	1
718	-	ECs1424	15830678	1	1465437	1466918	2
719	mdoC	ECs1425	15830679	-1	1466926	1468083	1
720	mdoG	ECs1426	15830680	1	1468476	1470011	1
720	-	ECs1427	15830681	1	1469974	1472547	2
721	-	ECs1428	15830682	1	1472720	1472947	1
722	-	ECs1429	38703929	-1	1472948	1473322	1
723	-	ECs1431	15830685	-1	1473405	1474376	1
724	-	ECs1432	15830686	-1	1474803	1475723	1
725	-	ECs1433	15830687	1	1475948	1477000	1
726	-	ECs1435	15830689	-1	1477621	1478187	1
726	-	ECs1434	15830688	-1	1477042	1477617	2
727	solA	ECs1437	15830691	-1	1478609	1479727	1
727	-	ECs1436	15830690	-1	1478448	1478588	2
728	bssS	ECs1438	162139709	-1	1479842	1480096	1
729	-	ECs1439	15830693	-1	1480386	1480631	1
730	-	ECs1440	15830694	-1	1480705	1481751	1
731	-	ECs1441	15830695	-1	1481857	1482417	1
732	-	ECs1442	15830696	-1	1482551	1483198	1
733	-	ECs1443	38703931	-1	1483262	1484470	1
734	-	ECs1444	15830698	1	1484706	1485290	1
734	-	ECs1445	15830699	1	1485301	1485948	2
734	-	ECs1446	15830700	1	1485950	1486873	3
735	-	ECs1447	15830701	1	1486983	1488518	1
736	flgA	ECs1450	15830704	-1	1489348	1490007	1
736	-	ECs1449	15830703	-1	1488979	1489272	2
736	-	ECs1448	15830702	-1	1488558	1488974	3
737	flgB	ECs1451	15830705	1	1490162	1490578	1
737	flgC	ECs1452	15830706	1	1490582	1490986	2
737	flgD	ECs1453	15830707	1	1490998	1491693	3
737	flgE	ECs1454	15830708	1	1491718	1492923	4
737	flgF	ECs1455	15830709	1	1492943	1493698	5
737	flgG	ECs1456	15830710	1	1493836	1494618	6
737	flgH	ECs1457	15830711	1	1494671	1495369	7
737	flgI	ECs1458	38703932	1	1495378	1496478	8
737	flgJ	ECs1459	15830713	1	1496478	1497419	9
737	flgK	ECs1460	15830714	1	1497485	1499128	10
737	flgL	ECs1461	15830715	1	1499140	1500093	11
738	rne	ECs1462	15830716	-1	1500288	1503473	1
739	-	ECs1463	15830717	1	1503554	1503928	1
740	-	ECs1464	15830718	1	1504046	1505005	1
741	maf	ECs1465	162139801	-1	1505106	1505690	1
742	-	ECs1466	15830720	1	1505889	1506410	1
742	rpmF	ECs1467	15830721	1	1506462	1506635	2
742	-	ECs1468	162139800	1	1506716	1507786	3
742	-	ECs1469	15830723	1	1507854	1508807	4
742	-	ECs1470	15830724	1	1508823	1509752	5
742	fabG	ECs1471	15830725	1	1509765	1510499	6
743	acpP	ECs1472	15830726	1	1510710	1510946	1
743	-	ECs1473	15830727	1	1511034	1512275	2
743	-	ECs1474	15830728	1	1512395	1513204	3
743	-	ECs1475	15830729	1	1513207	1514229	4
743	tmk	ECs1476	15830730	1	1514219	1514860	5
743	-	ECs1477	15830731	1	1514857	1515861	6
743	-	ECs1478	15830732	1	1515872	1516669	7
744	-	ECs1479	15830733	1	1516964	1518397	1
745	-	ECs1480	15830734	-1	1518457	1520646	1
746	-	ECs1481	38703933	1	1520974	1521351	1
746	-	ECs1482	15830736	1	1521354	1521731	2
746	-	ECs1483	15830737	1	1521745	1522386	3
746	thiK	ECs1484	15830738	1	1522367	1523191	4
746	-	ECs1485	15830739	1	1523202	1524227	5
746	-	ECs1486	38703934	1	1524250	1524792	6
747	-	ECs1487	15830741	1	1525192	1526496	1
748	-	ECs1488	15830742	1	1526723	1527262	1
749	-	ECs1489	38703935	-1	1527324	1527956	1
750	-	ECs1490	15830744	1	1528197	1528454	1
751	-	ECs1491	15830745	-1	1528537	1529499	1
752	-	ECs1492	15830746	-1	1529643	1533089	1
753	-	ECs1493	15830747	-1	1533217	1534290	1
754	-	ECs1494	15830748	1	1534552	1535751	1
754	lolD	ECs1495	38703936	1	1535744	1536445	2
754	-	ECs1496	15830750	1	1536445	1537689	3
754	-	ECs1497	15830751	1	1537718	1538629	4
754	-	ECs1498	15830752	1	1538645	1539466	5
755	potC	ECs1500	15830754	-1	1540665	1541459	1
755	potD	ECs1499	15830753	-1	1539622	1540668	2
756	-	ECs1503	15830757	-1	1543044	1543481	1
756	-	ECs1502	15830756	-1	1542713	1542982	2
756	-	ECs1501	15830755	-1	1541626	1542744	3
757	-	ECs1504	15830758	1	1543524	1544081	1
758	-	ECs1505	15830759	-1	1544196	1544426	1
759	-	ECs1506	15830760	-1	1544664	1545140	1
760	-	ECs1507	15830761	1	1545265	1545588	1
760	-	ECs1508	15830762	1	1545572	1545997	2
761	-	ECs1509	15830763	1	1546066	1547103	1
762	-	ECs1510	15830764	1	1546964	1547557	1
762	-	ECs1511	15830765	1	1547591	1548307	2
762	-	ECs1512	15830766	1	1548304	1548621	3
762	-	ECs1513	15830767	1	1548618	1548920	4
762	-	ECs1514	15830768	1	1548910	1549227	5
762	-	ECs1515	15830769	1	1549181	1549498	6
762	-	ECs1516	15830770	1	1549485	1549922	7
762	-	ECs1517	15830771	1	1549924	1550115	8
762	-	ECs1518	15830772	1	1550118	1550705	9
763	-	ECs1520	15830774	1	1551114	1551326	1
764	-	ECs1521	15830775	1	1551494	1551772	1
764	-	ECs1522	15830776	1	1551774	1552823	2
764	-	ECs1523	15830777	1	1552836	1553210	3
764	-	ECs1524	15830778	1	1553207	1554028	4
765	-	ECs1525	15830780	1	1554893	1555078	1
765	-	ECs1527	15830781	1	1555107	1557044	2
766	-	ECs1526	15830779	-1	1554441	1554941	1
767	-	ECs1528	15830782	1	1557192	1557374	1
767	-	ECs1529	15830783	1	1557412	1557681	2
768	-	ECs1530	15830784	1	1557757	1557972	1
768	-	ECs1531	15830785	1	1557977	1558321	2
768	-	ECs1532	15830786	1	1558372	1558905	3
769	-	ECs1533	15830787	1	1559176	1559745	1
770	-	ECs1534	15830788	1	1559899	1560366	1
770	-	ECs1536	15830790	1	1560390	1560614	2
770	-	ECs1537	15830791	1	1560611	1560829	3
771	-	ECs1538	15830792	1	1560971	1561111	1
772	-	ECs1539	15830793	-1	1561241	1561426	1
773	-	ECs1540	15830794	1	1561468	1561833	1
774	-	ECs1541	15830795	1	1562123	1562686	1
774	-	ECs1542	15830796	1	1562683	1564344	2
774	-	ECs1543	15830797	1	1564408	1566345	3
774	-	ECs5418	38703938	1	1566390	1566611	4
774	-	ECs1544	15830798	1	1566557	1569058	5
775	-	ECs1545	15830799	1	1569138	1569464	1
776	-	ECs1546	15830800	1	1569474	1569824	1
777	-	ECs1547	15830801	1	1569821	1570267	1
778	-	ECs1548	15830802	1	1570264	1570608	1
779	-	ECs1549	15830803	1	1570667	1571383	1
779	-	ECs1550	15830804	1	1571389	1571763	2
779	-	ECs1551	15830805	1	1571787	1572068	3
780	-	ECs1554	15830808	1	1575357	1575698	1
780	-	ECs1555	15830809	1	1575698	1576396	2
781	-	ECs1556	15830810	-1	1576413	1576667	1
782	-	ECs1557	15830811	1	1577190	1578068	1
782	-	ECs1558	15830812	1	1578122	1578859	2
783	-	ECs1559	15830813	1	1578757	1579041	1
784	-	ECs1560	15830814	1	1579163	1581511	1
785	-	ECs1561	15830815	1	1582102	1585503	1
786	-	ECs1565	15830819	-1	1587113	1587274	1
786	-	ECs1564	15830818	-1	1586046	1586951	2
787	-	ECs1568	15830822	-1	1588148	1589509	1
787	-	ECs1567	15830821	-1	1587812	1588087	2
788	potA	ECs1571	15830825	-1	1590720	1591856	1
788	potB	ECs1570	15830824	-1	1589873	1590736	2
788	-	ECs1569	15830823	-1	1589630	1589842	3
789	-	ECs1572	15830826	1	1592106	1593332	1
790	-	ECs1573	38703940	-1	1593381	1594502	1
791	-	ECs1574	15830828	1	1594751	1595980	1
792	-	ECs1575	15830829	1	1596345	1596533	1
792	-	ECs1576	15830830	1	1596591	1597334	2
793	-	ECs1577	15830831	1	1597360	1597557	1
793	-	ECs1578	15830832	1	1597550	1597735	2
793	-	ECs1579	15830833	1	1597735	1597926	3
793	-	ECs1580	15830834	1	1597916	1598158	4
793	-	ECs1581	15830835	1	1598164	1598463	5
793	-	ECs1582	15830836	1	1598460	1599425	6
794	-	ECs1583	15830837	1	1599501	1599722	1
795	-	ECs1584	15830838	1	1599788	1600594	1
796	-	ECs1585	15830839	-1	1600591	1600935	1
797	-	ECs1586	15830840	1	1600965	1601216	1
797	-	ECs1587	15830841	1	1601213	1601623	2
797	-	ECs1588	15830842	1	1601634	1601906	3
797	-	ECs1589	38703942	1	1601953	1602255	4
798	-	ECs1590	15830844	1	1602548	1603705	1
798	-	ECs1591	38703943	1	1603745	1604317	2
798	-	ECs1592	15830846	1	1604319	1605530	3
798	-	ECs1593	15830847	1	1605527	1605865	4
798	-	ECs1594	15830848	1	1605862	1606158	5
799	-	ECs1595	15830849	1	1606158	1606598	1
799	-	ECs1596	15830850	1	1606591	1606764	2
800	-	ECs1597	15830851	1	1606888	1607244	1
800	-	ECs1598	15830852	1	1607228	1608889	2
800	-	ECs1599	15830853	1	1608903	1609184	3
801	-	ECs1602	15830856	-1	1611501	1612172	1
801	-	ECs1601	15830855	-1	1610041	1611501	2
802	-	ECs1607	162139799	-1	1616023	1616646	1
802	-	ECs1606	15830860	-1	1615552	1616013	2
802	mnmA	ECs1605	38703944	-1	1614392	1615498	3
802	-	ECs1604	15830858	-1	1613715	1614356	4
802	-	ECs1603	15830857	-1	1612341	1613711	5
803	-	ECs1608	15830862	1	1616848	1618098	1
804	-	ECs1610	15830864	-1	1619344	1619580	1
804	-	ECs1609	15830863	-1	1618212	1619354	2
805	-	ECs1611	15830865	1	1619684	1620508	1
805	-	ECs1612	15830866	1	1620505	1621206	2
805	-	ECs1613	15830867	1	1621203	1621505	3
806	emrE	ECs1614	15830868	1	1621573	1621905	1
807	-	ECs1615	15830869	1	1622150	1623676	1
808	-	ECs1616	15830870	1	1624178	1624633	1
808	-	ECs1617	15830871	1	1624633	1624803	2
808	-	ECs1618	15830872	1	1624796	1625086	3
808	-	ECs1619	15830873	1	1625083	1625445	4
808	-	ECs5421	38703945	1	1625442	1625582	5
808	-	ECs1620	15830874	1	1625579	1626268	6
809	-	ECs1621	15830875	1	1626578	1626895	1
809	-	ECs1622	15830876	1	1626882	1627358	2
809	-	ECs1623	15830877	1	1627355	1627816	3
810	-	ECs1624	15830878	1	1627575	1627757	1
811	-	ECs1625	15830879	-1	1627848	1628141	1
812	-	ECs1626	15830880	-1	1628433	1628885	1
813	-	ECs1627	15830881	1	1629129	1629335	1
814	-	ECs1628	15830882	-1	1629500	1629694	1
815	-	ECs1629	15830883	1	1630083	1630628	1
815	-	ECs1630	15830884	1	1630603	1632528	2
815	-	ECs1631	15830885	1	1632525	1632731	3
815	-	ECs1632	15830886	1	1632728	1634329	4
815	-	ECs1633	15830887	1	1634310	1635629	5
815	-	ECs1634	15830888	1	1635639	1635971	6
815	-	ECs1635	15830889	1	1636027	1637052	7
815	-	ECs1636	15830890	1	1637094	1637492	8
815	-	ECs1637	15830891	1	1637504	1637857	9
815	-	ECs1638	15830892	1	1637869	1638447	10
815	-	ECs1639	15830893	1	1638444	1638839	11
815	-	ECs1640	15830894	1	1638847	1639587	12
815	-	ECs1641	15830895	1	1639603	1640025	13
815	-	ECs1642	15830896	1	1640007	1640441	14
815	-	ECs1643	15830897	1	1640434	1642983	15
815	-	ECs1644	15830898	1	1642980	1643309	16
815	-	ECs1645	15830899	1	1643309	1644007	17
815	-	ECs1646	15830900	1	1644013	1644756	18
816	-	ECs1647	15830901	1	1644654	1645325	1
816	-	ECs1648	15830902	1	1645386	1648784	2
817	-	ECs1649	15830903	1	1648851	1649450	1
818	-	ECs1650	15830904	1	1649515	1652430	1
818	-	ECs1651	15830905	1	1652430	1653011	2
819	-	ECs1655	15830909	-1	1655162	1655344	1
819	-	ECs1654	15830908	-1	1654583	1655083	2
819	-	ECs1653	15830907	-1	1654040	1654546	3
819	-	ECs1652	15830906	-1	1653131	1654021	4
820	-	ECs1656	15830910	-1	1655842	1656273	1
821	-	ECs1657	15830911	1	1656567	1656815	1
822	-	ECs1658	15830912	1	1656891	1657271	1
822	-	ECs1659	15830913	1	1657268	1657615	2
822	-	ECs1660	15830914	1	1657665	1659203	3
823	-	ECs1662	15830916	-1	1659506	1660990	1
824	-	ECs1663	15830917	-1	1661177	1662130	1
825	-	ECs1664	15830918	1	1662629	1663213	1
826	-	ECs1665	15830919	1	1663387	1663713	1
826	-	ECs1666	15830920	1	1663710	1664600	2
827	-	ECs1667	15830921	1	1664690	1665394	1
828	minC	ECs1670	15830924	-1	1666872	1667567	1
828	-	ECs1669	15830923	-1	1666036	1666848	2
828	minE	ECs1668	15830922	-1	1665766	1666032	3
829	-	ECs1671	15830925	1	1668087	1668455	1
830	-	ECs1672	15830926	-1	1668558	1668959	1
831	-	ECs1673	15830927	1	1668988	1669188	1
831	-	ECs1674	38703946	1	1669200	1669493	2
832	-	ECs1675	15830929	1	1669565	1670224	1
833	-	ECs1676	162139710	1	1670316	1670762	1
834	hlyE	ECs1677	15830931	-1	1670969	1671886	1
835	-	ECs1678	15830932	1	1672253	1672672	1
835	umuC	ECs1679	15830933	1	1672672	1673940	2
836	-	ECs1680	15830934	-1	1673986	1674516	1
837	nhaB	ECs1681	15830935	-1	1674662	1676203	1
838	-	ECs1682	15830936	1	1676425	1677144	1
839	-	ECs1683	15830937	-1	1677196	1678728	1
840	-	ECs1684	15830938	1	1679091	1680389	1
840	dadX	ECs1685	15830939	1	1680399	1681388	2
841	cvrA	ECs1686	162139798	-1	1681862	1683598	1
842	-	ECs1687	15830942	1	1684594	1685319	1
843	ldcA	ECs1688	15830941	-1	1683694	1684608	1
844	-	ECs1691	15830945	-1	1686772	1687368	1
844	-	ECs1690	15830944	-1	1686394	1686720	2
844	-	ECs1689	15830943	-1	1685507	1686397	3
845	-	ECs1692	15830946	1	1687569	1687823	1
846	-	ECs1699	15830953	-1	1693277	1694299	1
846	-	ECs1698	15830952	-1	1692297	1693277	2
846	-	ECs1697	15830951	-1	1691542	1692300	3
846	-	ECs1696	15830950	-1	1690888	1691532	4
846	-	ECs1695	15830949	-1	1690662	1690943	5
846	-	ECs1694	15830948	-1	1689869	1690723	6
846	-	ECs1693	15830947	-1	1687873	1689843	7
847	-	ECs1700	15830954	-1	1694407	1694607	1
848	-	ECs1705	162139711	-1	1698711	1699811	1
848	-	ECs1704	15830958	-1	1698068	1698700	2
848	-	ECs1703	15830957	-1	1696639	1698060	3
849	-	ECs1706	15830960	1	1700000	1700476	1
850	-	ECs1707	15830961	-1	1700116	1701759	1
851	-	ECs1709	15830963	-1	1703811	1704395	1
851	ychF	ECs1708	15830962	-1	1702603	1703694	2
852	-	ECs1710	15830964	1	1704673	1704951	1
853	-	ECs1711	15830965	-1	1705006	1706658	1
854	lolB	ECs1714	15830968	-1	1708759	1709382	1
854	ipk	ECs1713	15830967	-1	1707908	1708759	2
854	-	ECs1712	15830966	-1	1706810	1707757	3
855	hemA	ECs1715	15830969	1	1709596	1710852	1
855	prfA	ECs1716	15830970	1	1710894	1711976	2
855	-	ECs1717	15830971	1	1711976	1712809	3
855	-	ECs1718	15830972	1	1712806	1713198	4
855	-	ECs1719	15830973	1	1713202	1714011	5
855	-	ECs1720	15830974	1	1714047	1714901	6
856	-	ECs1721	15830975	-1	1716091	1717191	1
857	chaB	ECs1722	15830976	1	1717461	1717691	1
858	-	ECs1723	15830977	1	1717828	1718547	1
859	-	ECs1724	15830978	-1	1718591	1718944	1
860	-	ECs1725	15830979	1	1719271	1720524	1
861	-	ECs1727	15830981	-1	1721168	1722964	1
861	-	ECs1726	15830980	-1	1720525	1721175	2
862	-	ECs1728	15830982	1	1723303	1724694	1
862	-	ECs1729	15830983	1	1725087	1728830	2
862	-	ECs1730	15830984	1	1728827	1730365	3
862	-	ECs1731	15830985	1	1730362	1731072	4
862	-	ECs1732	15830986	1	1731072	1731749	5
863	-	ECs1733	15830987	1	1731932	1732207	1
864	-	ECs1735	15830989	-1	1733719	1734177	1
864	purU	ECs1734	15830988	-1	1732827	1733669	2
865	-	ECs1736	15830990	1	1734251	1735195	1
865	-	ECs1737	15830991	1	1735287	1736300	2
866	-	ECs1738	15830992	1	1736502	1737410	1
867	-	ECs1739	15830993	-1	1737554	1737967	1
868	-	ECs1740	15830994	1	1738571	1739188	1
869	-	ECs1741	15830995	-1	1739489	1742164	1
870	-	ECs1742	15830996	1	1742641	1743288	1
871	-	ECs1743	15830997	1	1744026	1745657	1
871	oppB	ECs1744	15830998	1	1745743	1746663	2
871	-	ECs1745	15830999	1	1746678	1747586	3
871	oppD	ECs1746	15831000	1	1747598	1748611	4
871	-	ECs1747	15831001	1	1748608	1749612	5
872	cls	ECs1749	15831003	-1	1750029	1751489	1
872	-	ECs1748	38703951	-1	1749665	1749994	2
873	-	ECs1750	15831004	-1	1751860	1753113	1
874	-	ECs1751	162139797	-1	1753414	1753710	1
875	-	ECs1752	15831006	1	1753934	1754653	1
876	-	ECs1753	15831007	-1	1754693	1755091	1
877	-	ECs1755	15831009	-1	1755765	1756508	1
877	-	ECs1754	15831008	-1	1755196	1755735	2
878	-	ECs1756	15831010	1	1756865	1757503	1
879	-	ECs1758	15831012	-1	1758657	1758905	1
879	-	ECs1757	15831011	-1	1757549	1758679	2
880	-	ECs1759	15831013	-1	1758970	1761441	1
881	-	ECs1761	15831015	-1	1761722	1761910	1
881	-	ECs1760	15831014	-1	1761534	1761725	2
882	-	ECs1762	15831016	1	1762384	1762617	1
883	-	ECs1764	15831018	-1	1763025	1763243	1
883	-	ECs1763	15831017	-1	1762595	1763002	2
884	-	ECs1765	15831019	-1	1763879	1764286	1
885	-	ECs1766	15831020	1	1764363	1764590	1
885	-	ECs1767	15831021	1	1764574	1765125	2
885	-	ECs1768	15831022	1	1765097	1766137	3
886	-	ECs1769	15831023	1	1765926	1766591	1
887	-	ECs1772	15831026	1	1768219	1768977	1
888	-	ECs1773	15831027	1	1769256	1769468	1
889	-	ECs1774	15831028	1	1769689	1769946	1
890	-	ECs1775	15831029	1	1770016	1770294	1
890	-	ECs1776	15831030	1	1770296	1771342	2
890	-	ECs1777	15831031	1	1771355	1771714	3
890	-	ECs1778	15831032	1	1771723	1772253	4
891	-	ECs1779	15831033	1	1772372	1772692	1
892	-	ECs1780	15831034	1	1772843	1773901	1
892	ileZ3	ECs5429		1	1773942	1774017	2
893	-	ECs1781	15831035	1	1774698	1776551	1
894	-	ECs1782	15831036	1	1776701	1776916	1
894	-	ECs1783	15831037	1	1776921	1777265	2
894	-	ECs1784	15831038	1	1777316	1777849	3
895	-	ECs1785	15831039	1	1778120	1778689	1
896	-	ECs1786	15831040	1	1778843	1779310	1
897	-	ECs1788	15831042	-1	1779673	1779900	1
898	-	ECs1789	15831043	1	1779942	1780307	1
899	-	ECs1791	15831045	1	1780597	1781160	1
899	-	ECs1792	15831046	1	1781157	1782818	2
899	-	ECs1793	15831047	1	1782882	1784819	3
900	-	ECs1795	15831049	1	1785031	1787610	1
900	-	ECs1796	15831050	1	1787613	1787939	2
900	-	ECs1797	15831051	1	1787949	1788299	3
901	-	ECs1798	15831052	1	1788296	1788742	1
902	-	ECs1799	15831053	1	1788739	1789083	1
903	-	ECs1800	15831054	1	1789013	1789858	1
903	-	ECs1801	15831055	1	1789864	1790238	2
903	-	ECs1802	15831056	1	1790262	1790543	3
903	-	ECs1803	15831057	1	1790596	1793676	4
903	-	ECs1804	15831058	1	1793669	1794010	5
903	-	ECs1805	15831059	1	1794010	1794447	6
903	-	ECs1806	15831060	1	1794635	1798111	7
904	-	ECs1807	15831061	1	1798179	1798778	1
905	-	ECs1808	15831062	1	1798930	1800243	1
905	-	ECs1809	15831063	1	1800245	1800514	2
906	-	ECs1812	15831066	-1	1801541	1802866	1
907	-	ECs1813	15831067	-1	1803527	1804219	1
908	-	ECs1814	15831068	1	1804693	1805604	1
909	-	ECs1815	15831069	1	1805670	1806239	1
910	-	ECs1820	15831074	-1	1809137	1809517	1
910	-	ECs1819	15831073	-1	1808793	1809140	2
910	-	ECs1818	15831072	-1	1807205	1808743	3
911	-	ECs1821	15831075	-1	1809857	1810135	1
912	-	ECs1824	15831078	-1	1810846	1811493	1
913	-	ECs1825	15831079	1	1811677	1812267	1
914	-	ECs1831	38703955	-1	1816876	1817055	1
914	-	ECs1830	15831084	-1	1816290	1816790	2
914	-	ECs1829	15831083	-1	1815738	1816244	3
915	-	ECs1836	15831090	-1	1822404	1823966	1
915	-	ECs1835	15831089	-1	1820809	1822404	2
915	trpC	ECs1834	15831088	-1	1819447	1820808	3
915	-	ECs1833	15831087	-1	1818242	1819435	4
915	trpA	ECs1832	15831086	-1	1817436	1818242	5
916	-	ECs1837	15831091	-1	1824058	1824102	1
917	-	ECs1838	15831092	1	1824240	1825121	1
917	-	ECs1839	162139712	1	1825082	1825738	2
917	-	ECs1840	15831094	1	1825766	1827349	3
918	-	ECs1841	15831095	1	1827562	1828434	1
919	-	ECs1843	15831097	-1	1829061	1829819	1
919	-	ECs1842	15831096	-1	1828474	1829064	2
920	-	ECs1844	15831098	1	1830039	1831088	1
921	-	ECs1845	15831099	-1	1831124	1831375	1
922	-	ECs1846	15831100	1	1831755	1834352	1
923	cysB	ECs1847	15831101	1	1834562	1835536	1
924	-	ECs1849	15831103	1	1836538	1839213	1
925	ribA	ECs1850	15831104	-1	1839277	1839867	1
926	-	ECs1851	15831105	1	1840037	1840801	1
927	-	ECs1852	15831106	1	1840950	1841258	1
927	-	ECs1853	15831107	1	1841265	1842434	2
928	-	ECs1854	15831108	1	1842627	1843364	1
928	-	ECs1855	15831109	1	1843361	1843690	2
929	-	ECs1856	15831110	-1	1843816	1844034	1
930	-	ECs1857	15831111	-1	1844303	1845052	1
931	-	ECs1858	15831112	-1	1845463	1847448	1
932	-	ECs1860	162139796	-1	1849685	1850812	1
932	-	ECs1859	15831113	-1	1847683	1849617	2
933	-	ECs1861	15831115	-1	1850956	1851744	1
934	-	ECs1862	15831116	1	1852222	1852788	1
934	-	ECs1863	15831117	1	1852937	1854058	2
934	-	ECs1864	15831118	1	1854058	1857141	3
934	-	ECs1865	15831119	1	1857164	1858537	4
934	-	ECs1866	15831120	1	1858546	1859709	5
935	-	ECs1871	15831125	-1	1863400	1865043	1
935	-	ECs1870	15831124	-1	1862438	1863403	2
935	-	ECs1869	15831123	-1	1861561	1862451	3
935	-	ECs1868	15831122	-1	1860569	1861561	4
935	-	ECs1867	15831121	-1	1859761	1860567	5
936	-	ECs1872	15831126	-1	1865356	1865601	1
937	-	ECs1873	38703958	-1	1865735	1867120	1
938	-	ECs1874	38703959	-1	1867423	1868841	1
939	puuD	ECs1875	38703960	1	1869053	1869817	1
939	-	ECs1876	15831130	1	1869844	1870401	2
940	-	ECs1877	15831131	1	1870551	1872038	1
940	-	ECs1878	15831132	1	1872040	1873320	2
940	-	ECs1879	15831133	1	1873358	1874623	3
941	pspF	ECs1880	38703961	-1	1874754	1875731	1
942	-	ECs1881	15831135	1	1875898	1876566	1
942	pspB	ECs1882	15831136	1	1876620	1876844	2
942	-	ECs1883	15831137	1	1876844	1877203	3
942	-	ECs1884	15831138	1	1877212	1877433	4
943	-	ECs1885	15831139	1	1877508	1877822	1
944	-	ECs1890	15831144	1	1881037	1881918	1
944	-	ECs1891	15831145	1	1881905	1882747	2
944	-	ECs1892	15831146	1	1882778	1883830	3
944	-	ECs1893	15831147	1	1883848	1884636	4
944	-	ECs1894	15831148	1	1884646	1885701	5
944	-	ECs1895	15831149	1	1885698	1887965	6
944	-	ECs1896	15831150	1	1887962	1888621	7
944	-	ECs1897	15831151	1	1888635	1889717	8
944	-	ECs1898	15831152	1	1889762	1890667	9
945	-	ECs1899	15831153	-1	1890778	1891776	1
946	-	ECs1900	15831154	1	1891931	1893328	1
946	-	ECs1901	15831155	1	1893325	1894386	2
946	-	ECs1902	15831156	1	1894534	1896075	3
947	tpx	ECs1903	15831157	-1	1896119	1896625	1
948	-	ECs1904	38703962	1	1896744	1897709	1
949	-	ECs1905	15831159	-1	1897684	1898472	1
950	-	ECs1906	38703963	-1	1898703	1899353	1
951	-	ECs1909	15831163	-1	1900292	1901224	1
952	-	ECs1910	15831164	1	1901350	1902249	1
953	-	ECs1911	38703964	1	1902585	1904198	1
954	-	ECs1912	15831166	-1	1904249	1905280	1
955	-	ECs1913	15831167	1	1905524	1905781	1
956	-	ECs1915	15831169	-1	1906933	1907685	1
